date_time,load
2025-03-05 20:15:00,11987.3677897135
2025-03-05 20:30:00,11877.2370524089
2025-03-05 20:45:00,11712.8384684245
2025-03-05 21:00:00,11982.8777750651
2025-03-05 21:15:00,12496.654695638
2025-03-05 21:30:00,12281.4010172526
2025-03-05 21:45:00,11975.8874023438
2025-03-05 22:00:00,12252.5306315104
2025-03-05 22:15:00,12844.5676757812
2025-03-05 22:30:00,12844.07265625
2025-03-05 22:45:00,12733.3779296875
2025-03-05 23:00:00,12687.4680826823
2025-03-05 23:15:00,12570.4783528646
2025-03-05 23:30:00,12472.2185628255
2025-03-05 23:45:00,12309.0446126302
2025-03-06 00:00:00,12188.9298746745
2025-03-06 00:15:00,12675.7245524089
2025-03-06 00:30:00,12594.5354492188
2025-03-06 00:45:00,12555.786702474
2025-03-06 01:00:00,12338.641015625
2025-03-06 01:15:00,12123.4571695964
2025-03-06 01:30:00,12002.1060058594
2025-03-06 01:45:00,11842.9721435547
2025-03-06 02:00:00,11624.2837320964
2025-03-06 02:15:00,11777.6127034505
2025-03-06 02:30:00,11750.668343099
2025-03-06 02:45:00,11687.7261962891
2025-03-06 03:00:00,11387.4915771485
2025-03-06 03:15:00,11839.6079996745
2025-03-06 03:30:00,11883.7546142578
2025-03-06 03:45:00,11918.7462646484
2025-03-06 04:00:00,12186.6604654948
2025-03-06 04:15:00,12586.0824462891
2025-03-06 04:30:00,12699.2358805339
2025-03-06 04:45:00,12719.7770833333
2025-03-06 05:00:00,12787.955867513
2025-03-06 05:15:00,12964.2048828125
2025-03-06 05:30:00,13150.0295084635
2025-03-06 05:45:00,13377.0711588542
2025-03-06 06:00:00,13009.883601888
2025-03-06 06:15:00,13539.3502929688
2025-03-06 06:30:00,14098.1180826823
2025-03-06 06:45:00,14638.7694091797
2025-03-06 07:00:00,15164.7201497396
2025-03-06 07:15:00,15592.2774658203
2025-03-06 07:30:00,15809.9420328776
2025-03-06 07:45:00,15925.1587727865
2025-03-06 08:00:00,15990.2376302083
2025-03-06 08:15:00,16186.6840738932
2025-03-06 08:30:00,16547.26171875
2025-03-06 08:45:00,16858.4277018229
2025-03-06 09:00:00,17209.4351236979
2025-03-06 09:15:00,17651.3707356771
2025-03-06 09:30:00,18011.7121744792
2025-03-06 09:45:00,18126.6993652344
2025-03-06 10:00:00,17935.2975097656
2025-03-06 10:15:00,17992.0338378906
